incident_number,state,district,block,village_name,other_areas,constituency,longitude,latitude,year,date,perpetrator,first_action,second_action,third_action,armed_assault,arrest,bombing,infrastructure,surrender,seizure,abduction,action_successful,first_target,second_target,civilians,maoist,government_officials,security,private_property,mining_company,ngos,government_infrastructure,non_maoist_armed_group,no_target,first_civilian_target,second_civilian_target,former_maoist,high_caste_landowner,police_informer,businessman,aspiring_politician,other_elite,other_civilian,total_fatalities,govt_official_fatalities,civilian_fatalities,security_fatalities,maoist_fatalities,other_armed_grp_fatalities,total_injuries,govt_official_injuries,civilian_injuries,security_injuries,maoist_injuries,non_maoist_armed_group_injuries,property_damage,value_property_damage,total_abducted,total_arrests,commander_arrests,cadre_arrests,sympathizer_arrests,unknown_arrests,total_surrenders,commander_surrenders,cadre_surrenders,sympathizer_surrenders,unknown_surrenders,incident_summary
104080601,Andhra Pradesh,Adilabad,NA,NA,NA,NA,NA,NA,2006,2006-04-08T00:00:00Z,Security,Armed Assault,None,None,1,0,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"Police shot dead Atram Hanmanthu alias Karan, ‘commander’ of the Narnoor squad of the CPI-Maoist, in an exchange of fire in the Adilabad District."
203161101,Bihar,Gaya,Bankey Bazar,Khajurahi,Banke Bazar Police Station,Imamganj,24.49752777777778,85.08805555555556,2011,2011-03-16T00:00:00Z,Maoist,Bombing,None,None,0,0,1,0,0,0,0,1,Government Infrastructure,No Target,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,a State-run school building,0,0,0,0,0,0,0,0,0,0,0,Over 50 armed cadres of the CPI-Maoist blew up a State-run school building using dynamite at Khajurahi village under Banke Bazar Police Station in Gaya District.
810130902,Jharkhand,Pakur,Amrapara,Amrapara,NA,Litipara,24.516111111111112,87.57352777777777,2009,2009-10-13T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Mining Company,Civilians,1,0,0,0,0,1,0,0,0,0,Other Civilian,NA,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"Two coal company officers of Amrapara in the Pakur District were shot dead by the CPI-Maoist cadres, while they had gone for a morning walk."
301280902,Chhattisgarh,Khammam,NA,NA,NA,NA,NA,NA,2009,2009-01-28T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,0,0,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"Over 4,500 kilograms of marijuana worth nearly INR 10 million and INR 46,000 were recovered from three people during a search operation conducted by the CRPF personnel in the Maoist infested Khammam District."
812261301,Jharkhand,Garhwa,Garhwa,Kerwa,NA,Garhwa,23.86863888888889,83.83922222222222,2013,2013-12-26T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,"An alleged extremist, stated to be a former cadre of the CPI-Maoist was arrested from Kerwa village in Garhwa District."
205181001,Bihar,Aurangabad,Barun,Jogiya,NA,Nabinagar,24.588194444444444,85.12086111111111,2010,2010-05-18T00:00:00Z,Maoist,Facility/Infrastructure Attack,None,None,0,0,0,1,0,0,0,1,Private Property,No Target,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,five tractors,0,0,0,0,0,0,0,0,0,0,0,Around 50 armed Maoists set ablaze five tractors at Jogiya village of Khairabind panchayat in Aurangabad District.
803031401,Jharkhand,Ranchi,NA,NA,NA,NA,NA,NA,2014,2014-03-03T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,5,0,5,0,0,0,0,0,0,0,SFs arrested five PLFI cadres and recovered cache of arms and ammunitions in Ranchi District.
105020601,Andhra Pradesh,Mahabubnagar,Amrabad,Farahabad,NA,Achampet,16.28377777777778,78.68350000000001,2006,2006-05-02T00:00:00Z,Maoist,Facility/Infrastructure Attack,None,None,0,0,0,1,0,0,0,1,Private Property,No Target,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,three buses,0,0,0,0,0,0,0,0,0,0,0,Three buses were set ablaze by the CPI-Maoist cadres near Farahabad in the Amrabad mandal of Mahabubnagar District.
211121501,Bihar,Gaya,NA,Orwatand,NA,NA,NA,NA,2015,2015-11-12T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,0,3,0,0,0,0,0,0,0,"Acting on a tip off, the Police raided Orwatand village in Gaya District of Bihar and arrested three CPI-Maoist cadres, identified as Manoj Yadav, Ramesh Kumar and Sanju Yadav."
210220702,Bihar,Gaya,Wazirganj,Kenarchatti,Wazirganj Police station,Wazirganj,24.764027777777777,85.25769444444444,2007,2007-10-22T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,"Another ‘zonal commander’ of the CPI-Maoist, Ramji Manjhi, carrying head money of INR 25000, was arrested from Kenarchatti village under Wazirganj Police station in Gaya District. He was wanted in about two dozen cases in Bihar and Jharkhand. Police also recovered a country-made carbine, pistol, can bomb, camera, mobile phone and 28 rounds of ammunition from his possession."
310191401,Chhattisgarh,Kanker,NA,NA,Koilibeda - forested patch of Koilibeda region,Antagarh,19.9567,81.1639,2014,2014-10-19T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,7,0,7,0,0,0,0,0,0,0,"A joint team of BSF and DF arrested seven cadres of the CPI-Maoist from a forested patch of Koilibeda region in Kanker District of Chhattisgarh. The arrested Maoists were identified as Heeralal Anchale (35), Rajendra Usendi (23), Bansingh Nureti (40), Maansingh Anchala (30), Birsingh Marai (40), Shankar Marai (30) and Parshuram Darro (35), all residents of Pusavahi village Koilibeda. Kanker SP, R N Dash informed that the arrested Maoists were involved in serious criminal incidents like murder, attempt to murder and carrying out bombings on Government infrastructure such as road and school buildings."
212171601,Bihar,Jamui,Laxmipur,NA,Bhaluka Jungles,Jhajha,25.005111111111113,86.26252777777778,2016,2016-12-17T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,1,1,0,0,0,0,0,0,0,"SSB and District Police have arrested two hardcore Naxalites during a raid in Bhaluka Jungles of Jamui District. The Naxalites arrested are Pankaj Yadav, self-styled 'area commander' of the outfit, and another hardcore Naxalite Bhola Yadav, SP, Jayant Kant and SSB Commandant, M S Yadav told reporters during a joint press conference."
211240901,Bihar,Munger,Kharagpur,NA,Kharakpur sub-divisional office,Jamalpur,25.12188888888889,86.55341666666666,2009,2009-11-24T00:00:00Z,Maoist,Bombing,None,None,0,0,1,0,0,0,0,1,Government Infrastructure,No Target,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,government building blown up,0,0,0,0,0,0,0,0,0,0,0,The CPI-Maoist blew up a Government building near the Kharakpur sub-divisional office in Munger District in the night. Over 55 persons assembled at the building and exploded it with dynamites and escaped.
209021101,Bihar,Banka,Katoria,Ghaghrizore,NA,Katoria,24.74791666666667,86.72102777777778,2011,2011-09-02T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Civilians,No Target,1,0,0,0,0,0,0,0,0,0,Other Civilian,NA,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,One villager was killed while two others were injured as more than 150 suspected cadres of the CPI-Maoist raided Ghaghrizore hamlet under Barabasini panchayat under Katoria block in Banka District
103121002,Andhra Pradesh,Warangal,Tadvai,NA,Bandala Kodishala,Mulug,18.1065,80.27069444444444,2010,2010-03-12T00:00:00Z,Unknown,Armed Assault,None,None,1,0,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,Kondal Reddy alias Tech Ramana (48) was shot dead in Bandala Kodishala forest village in Tadwai mandal in Warangal District.
1411290901,Odisha,Kandhamal,Daringbadi,Daringbadi,NA,G. Udayagiri,19.9037,84.1303,2009,2009-11-29T00:00:00Z,Maoist,Facility/Infrastructure Attack,None,None,0,0,0,1,0,0,0,1,Private Property,No Target,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"he CPI-Maoist in the night damaged an excavator used for laying a village road under Pradhan Mantri Gramya Sadak Yojna (PMGSY) near Daringbadi in the Kandhamal District. According to sources, some 15 armed Maoists tried to set ablaze the excavator near Danekbadi village at a distance of 15 kilometres from Daringbadi.",0,0,0,0,0,0,0,0,0,0,0,"The CPI-Maoist in the night damaged an excavator used for laying a village road under Pradhan Mantri Gramya Sadak Yojna (PMGSY) near Daringbadi in the Kandhamal District. According to sources, some 15 armed Maoists tried to set ablaze the excavator near Danekbadi village at a distance of 15 kilometres from Daringbadi. The excavator was being used for construction of the Danekbadi-Padenketa road under PMGSY. Maoists are opposed to construction of roads to interior areas."
1406111303,Odisha,Kandhamal,Kotagarh,Bansadhara Division,Kotgarh area; srirampur area,Baliguda,19.8336,83.7252,2013,2013-06-11T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,0,0,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"A secret Maoist camp was unearthed by SFs in the Kotgarh Police Station area of Kandhamal District. A large number of live ammunition and an IED was seized from the camp located in the jungles of the Srirampur area. According to Police sources, the ammunition and IED were of Bansadhara division of the CPI-Maoist."
1410021002,Odisha,Sundargarh,NA,NA,Chandiposh forest,Bonai assembly constituency,22.0686,84.9128,2010,2010-10-02T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,0,3,0,0,0,0,0,0,0,"The Police arrested three top Maoists, identified as Buas Munda, Paulas Munda and Shiv Singh, during a combing operation at Chandiposh and Silipunji forest areas in Sundargarh District. Police also recovered two landmines weighing 30 and 15 kilograms respectively from them."
806230903,Jharkhand,Khunti,Khunti,Bhuiadih,NA,Khunti,23.116722222222226,85.35205555555555,2009,2009-06-23T00:00:00Z,Maoist,Facility/Infrastructure Attack,None,None,0,0,0,1,0,0,0,1,Mining Company,Private Property,0,0,0,0,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1 iron ore truck set ablaze,0,0,0,0,0,0,0,0,0,0,0,Around 10 cadres of the CPI-Maoist set ablaze a truck laden with iron ore near Bhuiadih village in Khunti District.
210281401,Bihar,Muzaffarpur,Minapur,NA,Meenapur area,Minapur,26.34355555555555,85.60519444444444,2014,2014-10-28T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4,1,3,0,0,0,0,0,0,0,"The Tirhut 'sub-zonal commander' of the CPI-Maoist, Ganesh Paswan alias Ganseh Bharti alias Mantriji alias Gautam, operating mainly in Muzaffarpur and Vaishali Districts for the last 12 years, was arrested along with three other Maoists, identified as Deep Lal Sahni, Shashi Ranjan and Krishna Nandan Das, from Meenapur Police Station area in Muzaffarpur District of Bihar. A 12 bore desi rifle, some ammunitions and levy collection receipts were recovered from his possession and, on his disclosure, the police subsequently raided different locations of the District on the same day, and seized 15 detonators, one desi pistol and a large quantity of Maoists' leaflets. Some of the explosives were recovered from the houses of two women and the Police are verifying their connection with the Maoists, if any. SSP Ranjit Kumar Mishra informed that the Maoist leader was mainly engaged in ""levy"" collection and it was on his direction that the Maoists used to attack those who failed to pay ""levy"" to the extremists."
812181003,Jharkhand,Palamau,Lesliganj,NA,Lesliganj,Panki,24.03805555555556,84.20911111111111,2010,2010-12-18T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4,0,4,0,0,0,0,0,0,0,"Four cadres of the JPC, a break away faction of the CPI-Maoist, were arrested from Lesliganj area in Palamau District. A revolver and live cartridges were seized from the arrested Maoists."
211141401,Bihar,Munger,Bariyarpur,Bariyarpur,Rishikund forest,Munger,25.68536111111111,86.06702777777777,2014,2014-11-14T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,0,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,"Bihar Police busted eight illegal gun factories in Rishikund forest under Bariyarpur Police Station limits of Munger District and arrested one person, identified as Rajaram Paswan, in connection with it. Paswan, who ran one of these eight factories, has been arrested while the owners of seven other units managed to flee. As many as 19 automatic pistols, two magazines, two crude bombs and a large quantity of equipments used for processing illicit weapons were seized from these factories. During interrogation, Paswan told the Police that Maoists had forced them to run the factories."
305211401,Chhattisgarh,Bijapur,NA,NA,NA,NA,NA,NA,2014,2014-05-21T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,0,3,0,0,0,0,0,0,0,Three Maoists were arrested and weapons recovered from their possession during a combing operation in Bijapur District.
204121201,Bihar,East Champaran,NA,NA,Jhanda chowk,NA,NA,NA,2012,2012-04-12T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,"In a joint operation, the CRPF and local Police, arrested a top cadre of the CPI-Maoist, identified as Naresh Paswan, with arms and ammunition from near Jhanda chowk in East Champaran District."
309031601,Chhattisgarh,Bastar,NA,NA,NA,NA,NA,NA,2016,2016-09-03T00:00:00Z,Maoist,Surrender,None,None,0,0,0,0,1,0,0,1,No Target,No Target,0,0,0,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,17,1,16,0,0,"As many as seventeen Naxal including two women cadres, surrendered before Police in Bastar District of Chhattisgarh. ""One of the female surrendering ultras was a CNM member which is banned outfit. She carried a cash reward of ` 1 lakh on her head,"" SP Bastar, RN Dash said. A Naxal LOS 'commander' who was operating in the Niyamgiri region of neighboring Odisha District was also among the persons surrendering, the SP added. ""They were deeply unsatisfied with the dual standards adopted by Naxals and also were under the pressure of anti-Naxal operations being carried out by police forces'', he added"
1405130901,Odisha,Rayagada,NA,NA,Gudari,Gunupur assembly constituency,19.348258972,83.7823,2009,2009-05-13T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,0,0,2,0,0,0,0,0,0,"A brother and sister duo, reportedly providing logistics and other help to the CPI-Maoist, were arrested from Gudari area of Rayagada District. The duo was identified as Santosh Mohanty and his sister Rina Mohanty, both residents of Gudari. They were arrested while waiting to provide supplies to the Maoists. Apart from providing supplies they were also involved in extortion in the name of the Maoists, Police sources said."
1804091501,Telangana,Khammam,Yellandu,Komararam,Komararam in Yellendu mandal,Yellandu,17.711,80.3188,2015,2015-04-09T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,"CPI-ML (New Democracy) Gundala area dalam 'commander' Dubbaka Ramaiah alias Jagganna (60), was arrested by the Police at Komararam in Yellendu mandal in Khammam District of Telangana. Jagganna hails from Samithi Singaram village in Manuguru mandal. He was involved in four criminal cases and an exchange of fire with the Police in the District."
1402090701,Odisha,Sambalpur,NA,Sambalpur,NA,Sambalpur parliamentary constituency,21.465740204,83.9996,2007,2007-02-09T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,0,0,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"Sambalpur District Police said that they found and removed anti-panchayat election material, reportedly circulated by the CPI-Maoist cadres in the Bareipani Industrial Estate of Sambalpur town."
307230701,Chhattisgarh,Kanker,NA,Murnar,NA,Antagarh,19.978311539,80.9501,2007,2007-07-23T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,0,6,0,0,0,0,0,0,0,"Six sangham (a group of hard core over-ground cadres) members of the CPI-Maoist were arrested by Police from Murnar village in the Kanker District. They were identified as Bajaru, Dayaram, Ankalu, Ramji alias Masuram, Birendra and Bhinguram."
810020901,Jharkhand,Latehar,NA,NA,NA,NA,NA,NA,2009,2009-10-02T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,"Birbal Oraon, a 'Deputy Section Commander' of the CPI-Maoist operating in Latehar, was arrested from a place in Latehar. During interrogation, Oraon confessed to blowing up two buildings housing a school and a health centre in April 2009. Oraon was allegedly part of a guerrilla squad that shot dead five Policemen on July 29. ""Oraon also admitted that he had made an abortive attempt to target a Police van when he fitted a 100-kg bomb under a culvert at Podialana on March 19, 2009,"" a Police officer said."
210191601,Bihar,Rohtas,Sasaram,Darigaon,NA,Sasaram,24.880944444444445,83.94336111111112,2016,2016-11-19T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,0,2,0,0,0,0,0,0,0,"According to UP-ATS officials, they received credible information from the accused about their associates and raided a hideout in Darigaon village in Rohtas District in Bihar. They arrested Dharamveer Singh (36) and Sipahi Ram (37)."
105281401,Andhra Pradesh,Nalgonda,Chandampet,NA,Guntala Tanda tribal hamlet,Devarakonda,17.96925,78.42341666666667,2014,2014-05-24T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,0,0,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,The Nalgonda Police stumbled upon a CPI-Maoist dump kept in a cave located on a hill near Guntala Tanda tribal hamlet in Chandampet mandal of Nalgonda District.
211220901,Bihar,Aurangabad,NA,NA,NA,NA,NA,NA,2009,2009-11-22T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,0,2,0,0,0,0,0,0,0,"Two CPI-Maoist cadres were arrested from Aurangabad District, Police said. Superintendent of Police (SP) Nishant Tiwari said that the two Maoists, identified as Surendra Yadav and Ramesh Pal, were wanted by the District Police for exploding over half a dozen culverts and small bridges in the District during the past one month by triggering landmine blasts. Tiwari also said the two were being interrogated and hoped that they would provide vital clues to the Police about Maoist activities in the District."
1402131001,Odisha,Gajapati,NA,NA,NA,NA,NA,NA,2010,2010-02-13T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,0,3,0,0,0,0,0,0,0,"Three Maoists, including a woman, involved in several attacks on Security Force personnel were arrested in Gajapati District."
302181502,Chhattisgarh,Sukma,NA,Konta,Konta Police Station,Bastar,19.254019,82.082932,2015,2015-02-18T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Civilians,No Target,1,0,0,0,0,0,0,0,0,0,Police Informer,NA,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"A civilian, identified as Boodu Ramesh, was killed by CPI-Maoist cadres in Konta town under Konta Police Station limits of Sukma District, Chhattisgarh. He was killed on the charges of being a Police informer."
904201201,Karnataka,Dakshina Kannada,Beltangadi,Kuthlur,Panjalbetta,Beltangadi,13.0861,75.1775,2012,2012-04-20T00:00:00Z,Security,Armed Assault,None,None,1,0,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"The ANF and cadres of the CPI-Maoist exchanged fire in Panjalbetta of Kuthlur village in Belthangady taluk in Dakshina Kannada District during routine combing operations by the ANF. The Maoist group allegedly opened fire on the ANF team, who retaliated."
808061501,Jharkhand,Lohardaga,Kisko,Tisia,NA,Lohardaga,23.58436111111111,84.05199999999999,2015,2015-08-06T00:00:00Z,Maoist,Facility/Infrastructure Attack,None,None,0,0,0,1,0,0,0,1,Private Property,Government Infrastructure,0,0,0,0,1,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Blew up two mobile phone towers,0,0,0,0,0,0,0,0,0,0,0,"During their 24-hour long bandh, the CPI-Maoist cadres blew up two mobile phone towers near Tisia village of Kisko block in Lohardaga District."
109270601,Andhra Pradesh,East Godavari,Rajahmundry,Rajahmundry,NA,Rajahmundry City,16.99877777777778,81.80841666666666,2006,2006-09-27T00:00:00Z,Maoist,Surrender,None,None,0,0,0,0,1,0,0,1,No Target,No Target,0,0,0,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1,0,0,"A CPI-Maoist cadre, Kunjam Venkateswarulu alias Sampat, surrendered before the East Godavari District Police in Rajahmundry."
305191501,Chhattisgarh,Kanker,NA,Enhur,Siksod Police Station,Antagarh,20.073547,81.185493,2015,2015-05-19T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,"A woman cadre of CPI-Maoist, identified as Devatti Mandavi (25), was arrested by a joint squad of BSF and District Force during a search operation in Durgukondul region in Kanker District. Acting on a specific input, Mandavi, involved in several Maoist incidents in the region, was arrested from Enhur village under Siksod Police Station limits, Police official said."
312180501,Chhattisgarh,Kanker,NA,Mendra,NA,Antagarh,20.005707,80.902107,2005,2005-12-18T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Security,No Target,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,Cadres of the CPI-Maoist shot dead one SF personnel at Mendra village in the Kanker District.
811061201,Jharkhand,Gumla,Dumri/Chainpur,Jairagi,Poretoli,Gumla,23.294972222222224,84.13580555555556,2012,2012-11-06T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Civilians,No Target,1,0,0,0,0,0,0,0,0,0,Other Civilian,NA,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,Two villagers were killed by the CPI-Maoist cadres in separate incidents in Gumla District. Zuber Ansari was shot dead by the Maoists at Jairagi village in the District while Florence Tirkey was killed at Poretoli village.
2109011101,West Bengal,West Midnapore,Sankrail,Dhanguri,NA,Sankrail,23.840722222222222,86.87019444444444,2011,2011-09-01T00:00:00Z,Unknown,Facility/Infrastructure Attack,None,None,0,0,0,1,0,0,0,1,Maoist,Private Property,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,two motorbikes and a tata sumo,0,0,0,0,0,0,0,0,0,0,0,Angry villagers set two motorbikes of the CPI-Maoist-backed PCPA cadres on fire and vandalized a Tata Sumo before pushing it into a pond when the PCPA cadres went to Dhanguri village under Sankrail Police Station in West Midnapore District
201141001,Bihar,Aurangabad,NA,NA,NA,NA,NA,NA,2010,2010-01-14T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,0,0,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"Around 1,250 detonators were seized by the Police in the Aurangabad District."
